Uniprot_ID,labels,nr_db,nr_db_new
Q8IVJ8,0,0,0
O43610,1,1,1
Q7RTY8,0,0,0
Q9Y484,1,1,1
Q7Z591,0,0,0
Q16204,1,1,1
Q7Z429,1,1,1
P0C860,0,0,0
P06681,0,0,0
Q9Y5N6,1,1,1
Q8IUN9,0,0,0
P98173,1,1,1
Q99603,0,0,0
P57078,1,1,1
Q86UP3,1,1,1
P61647,0,0,0
Q8N907,0,0,0
Q68E01,1,1,1
Q9UPY5,1,1,1
Q96KN8,0,0,0
P0C2Y1,0,0,0
O95295,1,1,1
A6NNP5,0,0,0
Q99640,1,1,1
Q6AW86,1,1,1
Q5MJ68,0,0,0
O00634,0,0,0
A1A4G5,1,1,1
A6NJJ6,0,0,0
Q7Z4F1,1,1,1
A6NK58,0,0,0
Q14653,1,1,1
O15528,0,0,0
Q9NVV2,0,0,0
Q6P0A1,0,0,0
Q86SY8,0,0,0
Q92954,0,0,0
O76071,1,1,1
A0A0U1RRL7,0,0,0
Q9H0P7,0,0,0
O94911,0,0,0
O43822,0,0,0
Q08999,1,1,1
Q9UH62,1,1,1
Q8NFH4,1,1,1
Q15777,1,1,1
P59543,0,0,0
P55317,1,1,1
Q13546,1,2,2
Q9NUX5,1,1,1
Q8WUG5,0,0,0
Q58A44,0,0,0
Q9UNH6,1,1,1
Q9H9R9,0,0,0
A6NMX2,0,0,0
Q5XG99,0,0,0
O75914,1,1,1
Q6NZY7,0,0,0
Q5PT55,0,0,0
Q9Y661,0,0,0
Q7L190,1,1,1
Q6BEB4,1,1,1
Q15102,1,1,1
Q96N20,1,1,1
A4GXA9,0,0,0
Q9Y279,1,1,1
Q8N535,0,0,0
Q9BYN8,1,1,1
Q9P272,0,0,0
A0A075B6K4,0,0,0
Q99871,1,1,1
Q9UEW3,0,0,0
P12643,0,0,0
Q9UP83,1,1,1
Q6ZSJ9,0,0,0
Q6ZV50,0,0,0
O75528,1,1,1
Q9NWL6,0,0,0
Q8WWR8,1,1,1
P58418,0,0,0
A0A0K0K1B3,0,0,0
Q7RTN6,1,1,1
Q9Y2B4,1,1,1
Q96A61,1,1,1
P0CG32,0,0,0
Q9NQZ3,1,1,1
Q86Y97,0,0,0
Q6ZVT6,0,0,0
Q15527,1,1,1
P30989,0,0,0
C9J202,1,1,1
Q15475,1,1,1
A8MZ26,0,0,0
Q9H063,1,1,1
Q86TB3,0,0,0
Q156A1,0,0,0
Q5T601,0,0,0
Q9NQF3,0,0,0
P30291,1,1,1
Q8NBJ7,1,1,1
Q6VVX0,0,0,0
Q8NCR3,0,0,0
Q86SQ6,0,0,0
Q5VXU9,0,0,0
Q8N319,1,1,1
Q9H841,0,0,0
P20908,1,1,1
Q9NQY0,1,1,1
Q96CB5,0,0,0
Q9NPD8,1,1,1
Q99836,1,1,1
Q8NEP7,1,1,1
O43252,1,1,1
B8ZZ34,0,0,0
P22680,0,0,0
P42166,1,1,1
Q9NQZ8,1,1,1
Q9H7F0,1,1,1
P19237,1,1,1
Q8WTR8,0,0,0
Q6ZTR7,0,0,0
Q8N7C4,1,1,1
Q99612,1,1,1
Q96GQ5,1,1,1
Q6WCQ1,1,1,1
Q6EMK4,1,1,1
P08246,0,0,0
Q9HBL6,0,0,0
Q8N5B7,1,1,1
Q96BP2,1,1,1
Q49AS3,0,0,0
Q8NBP5,1,1,1
P46977,1,1,1
Q8NG31,0,0,0
Q5GAN4,0,0,0
P52735,1,1,1
Q5TCH4,0,0,0
Q6UWF5,0,0,0
Q6UX73,0,0,0
Q02045,1,1,1
Q8IYM0,0,0,0
O14669,1,1,1
O94769,0,0,0
Q9UBH0,0,0,0
Q9UK32,1,1,1
P48742,0,0,0
O60285,1,1,1
Q9H1E3,1,1,1
P52737,1,1,1
A8MUU1,0,0,0
Q6UW88,0,0,0
O60762,1,1,1
Q86VR8,0,0,0
B5ME19,1,1,1
Q9UJV8,1,1,1
Q9Y5A7,1,1,1
Q5MJ10,1,1,1
Q8N1Q1,1,1,1
P30040,1,1,1
Q6PGQ7,1,1,1
A8MXV4,1,1,1
Q7Z4H4,0,0,0
Q9Y5L5,0,0,0
Q8N5C7,1,1,1
Q9BUV0,1,1,1
Q99708,1,1,1
Q9P0I2,1,1,1
Q8N1H7,1,1,1
Q6P4H8,0,0,0
Q9BXJ0,0,0,0
Q6ZS62,0,0,0
Q8N7U9,0,0,0
A0A1B0GTI8,0,0,0
O43283,1,1,1
Q15109,1,1,1
Q6URK8,0,0,0
Q15629,1,1,1
Q01831,1,1,1
P43268,1,1,1
Q9UDY8,1,1,1
A8MV24,1,1,1
Q6DHV5,1,1,1
O75688,1,1,1
P52741,0,0,0
Q14623,0,0,0
Q7Z6R9,0,0,0
P35858,0,0,0
Q8IV32,1,1,1
Q13619,1,1,1
P17029,1,1,1
P01906,0,0,0
Q9NRW3,1,2,2
Q53GA4,1,1,1
Q6ZN01,0,0,0
Q14524,1,1,1
Q9UPN7,1,1,1
Q9Y5Y5,1,1,1
Q92484,1,1,1
E9PJ23,0,0,0
P85037,1,1,1
O95394,1,1,1
A6NGG3,0,0,0
P0C672,0,0,0
Q96GD0,1,1,1
O95497,0,0,0
Q8N812,0,0,0
P36269,1,1,1
Q96EX2,0,0,0
O14804,0,0,0
O60687,0,0,0
P0CG31,0,0,0
Q3KR37,1,1,1
Q00056,0,0,0
Q15257,1,1,1
Q7L8W6,1,1,1
O43776,1,1,1
Q8WVC0,1,1,1
Q8NAN2,0,0,0
Q9BRD0,1,1,1
Q9Y6E0,1,1,1
Q712K3,1,1,1
Q5JXX7,1,1,1
P31249,0,0,0
O15264,1,1,1
A6NEQ0,0,0,0
P12081,0,0,0
Q96MU8,0,0,0
Q6AI12,1,1,1
Q5VV52,1,1,1
Q6ZTU2,0,0,0
F5H4A9,0,0,0
Q9BQJ4,0,0,0
Q92530,1,1,1
P56962,1,1,1
P18433,1,1,1
Q6ZRF7,0,0,0
O95665,0,0,0
O14924,1,1,1
Q9BYE0,1,1,1
Q6P3X3,1,1,1
P11509,0,0,0
Q96F83,0,0,0
Q15392,1,1,1
Q5VXU1,0,0,0
Q9BU02,1,1,1
Q8N9U9,0,0,0
Q92824,1,1,1
P12532,1,1,1
Q9H410,1,1,1
Q9UPQ8,1,1,1
B1AJZ9,0,0,0
Q13241,0,0,0
Q68DH5,0,0,0
Q96M83,1,1,1
Q5VYV0,0,0,0
Q53TS8,0,0,0
Q8NFP9,1,1,1
Q6IPU0,1,1,1
Q9HD43,1,1,1
Q9UBZ4,1,1,1
Q96GC9,1,1,1
A8MTL9,0,0,0
A6NLX4,0,0,0
Q4VX76,1,1,1
Q6UXM1,1,1,1
Q8NEQ5,0,0,0
Q13126,1,1,1
Q6PDB4,0,0,0
Q8NEA4,1,1,1
Q6L9W6,0,0,0
Q9BXQ6,0,0,0
Q9NTG1,0,0,0
Q8N3J3,0,0,0
Q17RY6,0,0,0
Q03393,1,1,1
Q92953,1,1,1
Q6QN14,0,0,0
Q9UK39,1,1,1
Q9BR39,1,1,1
Q8TF05,1,1,1
Q8NBT2,1,1,1
B2RUY7,0,0,0
Q96N53,0,0,0
O00469,1,1,1
A3QJZ6,0,0,0
Q16540,1,1,1
Q66K14,1,1,1
Q9C0J1,1,1,1
P51689,0,0,0
Q15124,1,1,1
Q5TEA3,1,1,1
Q5TG30,0,0,0
Q9H1J7,0,0,0
Q8N859,1,1,1
Q9Y5L0,1,1,1
Q9BUA3,1,1,1
P62952,1,1,1
Q8IV16,0,0,0
Q9NXS2,1,1,1
Q9Y6Z2,0,0,0
Q8NGI0,0,0,0
Q8IVV2,1,1,1
Q15173,1,1,1
Q96LP6,0,0,0
O75385,1,1,1
Q9HBT7,0,0,0
Q7Z4H3,1,1,1
Q9UJ42,0,0,0
O14513,1,1,1
Q14213,0,0,0
Q96R28,0,0,0
Q7Z4T9,0,0,0
P30536,1,1,1
Q9Y4D7,1,1,1
B6SEH8,0,0,0
O00622,1,1,2
Q9P1P5,0,0,0
A6NML5,1,1,1
Q9Y4B6,1,1,1
P34981,0,0,0
Q8NGZ6,0,0,0
Q96PG1,0,0,0
P34741,1,1,1
Q0P6H9,1,1,1
Q70EK9,1,1,1
Q07011,1,1,1
P21675,1,1,1
Q8TAF7,1,1,1
Q8NFN8,1,1,1
P06315,0,0,0
Q8WUW1,1,1,1
Q96AN5,1,1,1
Q8TC90,0,0,0
Q7L945,1,1,1
Q9H2D6,1,1,1
Q9BRR6,1,1,1
Q7RTU0,0,0,0
Q9C0D6,0,0,0
P53804,1,1,1
Q9QC07,0,0,0
P15309,0,0,0
P51589,0,0,0
Q5T6X5,0,0,0
A0A087WTH1,0,0,0
Q14766,1,1,1
Q8N357,1,1,1
O95424,0,0,0
Q92613,1,1,1
Q9Y223,1,1,1
Q8WWN9,1,1,1
Q8WVI7,1,1,1
Q9BSK1,1,1,1
Q5TZJ5,0,0,0
O15530,1,1,1
Q8N7U6,1,1,1
Q08050,1,1,1
O60879,1,1,1
Q93100,1,1,1
A0JD37,0,0,0
Q9Y399,1,1,1
P11487,1,1,1
O60337,0,0,0
P16415,1,1,2
P55916,0,0,0
P41212,1,1,1
Q9C0K0,1,1,1
P41227,1,1,1
Q9NSJ1,0,0,0
Q96PN7,1,1,1
Q5T9G4,0,0,0
A1L167,0,0,0
Q96L03,1,1,1
Q70IA6,1,1,1
Q6VUC0,0,0,0
Q86W54,1,1,1
Q5SZJ8,0,0,0
Q8WYA1,1,1,1
Q02509,0,0,0
Q9BV44,1,1,1
P18848,1,1,1
Q9Y5Q0,1,1,1
O15547,1,1,1
Q9HAN9,1,1,1
A2CJ06,0,0,0
P49770,1,1,1
O95125,1,1,1
Q8IWV8,1,1,1
Q86XG9,0,0,0
Q3KP66,1,1,1
Q8N910,0,0,0
Q05C16,0,0,0
Q7L523,1,1,1
Q96EY5,1,1,1
Q8WWR9,0,0,0
P02656,1,1,1
P25092,0,0,0
Q03403,0,0,0
Q6QHC5,1,1,1
Q68DN1,0,0,0
A0A1B0GW54,0,0,0
Q9UBD5,1,1,1
Q5VT66,1,1,1
Q8N4L8,1,1,1
Q8N8Q8,0,0,0
Q8NDZ2,1,1,1
P0C7W0,1,1,1
Q96H79,1,1,1
Q9BZG1,1,1,1
Q6ZS82,0,0,0
Q14934,1,1,1
P05305,1,1,1
Q8N612,0,0,0
Q96KW2,0,0,0
K7EIQ3,0,0,0
Q9P286,1,1,1
Q8TAV5,0,0,0
Q9NNW5,1,1,1
P06213,1,1,1
O60336,1,1,1
Q15738,1,1,1
A0A0B4J244,0,0,0
Q6UY11,1,1,1
Q8NG80,0,0,0
P10163,0,0,0
Q9BYW2,1,1,1
A0A087WSY6,0,0,0
Q5TB30,1,1,1
Q5VTH2,0,0,0
Q05215,0,0,0
Q6ZNX1,1,1,1
Q63HM1,1,1,1
A6NLI5,0,0,0
Q86VZ6,1,1,1
Q6ZSC3,1,1,1
P0DP72,0,0,0
Q9NXP7,1,1,1
O15218,0,0,0
Q8IX06,0,0,0
Q7RTT6,0,0,0
Q15072,1,1,1
Q8NEN9,1,1,1
A4D2H0,0,0,0
Q16825,1,1,1
Q9UBP9,1,1,1
Q8IZA0,1,1,1
Q53RT3,0,0,0
O15511,1,1,1
Q9H0E7,1,1,1
Q8NEV9,0,0,0
Q96LM9,0,0,0
O95147,1,1,1
Q86V59,0,0,0
Q2M2W7,0,0,0
F2Z3M2,0,0,0
Q8N5G0,1,1,1
Q68DE3,1,1,1
Q8N6R0,1,1,1
Q9Y2H2,1,1,1
B1ANS9,0,0,0
P57055,0,0,0
Q92902,0,0,0
Q9NYV8,0,0,0
Q9Y5R2,1,1,1
Q8N3A8,0,0,0
Q15303,1,1,1
Q96QU8,1,1,1
Q8N8J7,0,0,0
H3BS89,1,1,1
P35520,1,1,1
H3BNL1,0,0,0
Q12816,1,1,1
Q8NCH0,0,0,0
P78562,0,0,0
Q5FWF6,0,0,0
Q8WVF2,0,0,0
Q5K651,1,1,1
Q6ZMT9,0,0,0
Q16877,1,1,1
Q7Z4P5,0,0,0
Q8N2I2,0,0,0
Q9NQ30,0,0,0
O76076,0,0,0
P21815,0,0,0
Q8WXS4,1,1,1
Q8NFU3,0,0,0
Q96S07,0,0,0
A0A0A0MRZ7,1,1,1
P48728,0,0,0
Q9UKK9,1,1,1
Q9UHK0,1,1,1
Q9BZH6,1,1,1
B2RN74,0,0,0
Q8WU43,0,0,0
Q96P88,0,0,0
Q9Y693,1,1,1
Q969X5,1,1,1
Q96L15,0,0,0
Q5TAA0,0,0,0
Q8N5M9,1,1,1
Q8NG83,0,0,0
Q8N9I5,0,0,0
Q96A28,0,0,0
Q96IM9,0,0,0
A0A0J9YXQ4,0,0,0
Q9UM73,1,1,1
Q3SXR2,1,1,1
Q8N9B8,0,0,0
Q8IVU1,1,1,1
Q8TBM8,1,1,1
A8MZG2,0,0,0
Q96IL0,0,0,0
Q8NHX4,0,0,0
Q8N1L4,0,0,0
A0A0J9YWL9,0,0,0
A0A0A6YYC5,0,0,0
P58513,0,0,0
A1A5D9,0,0,0
Q9NX31,1,1,1
Q8NFZ0,0,0,0
Q8IVM0,1,1,1
Q99570,1,1,1
A6NFA1,0,0,0
Q9BRQ4,0,0,0
Q6ZSA7,0,0,0
O60907,1,1,1
Q9UI42,1,1,1
P35638,1,1,1
Q96CG3,1,1,1
Q8WTV1,1,1,1
P86452,0,0,0
Q16560,1,1,1
Q9NX18,1,1,1
Q8NDB2,0,0,0
Q04743,0,0,0
Q8NGQ4,0,0,0
Q86TH1,0,0,0
Q03989,1,1,1
Q9NUU6,1,1,1
P56378,1,1,1
Q6ZUI0,0,0,0
Q6IA17,1,1,1
Q8NB42,0,0,0
Q96MP5,1,1,1
A8MQ27,0,0,0
P50539,1,1,1
Q9Y2Q9,1,1,1
Q8NA29,0,0,0
Q9UNX9,1,1,1
Q8WUJ1,1,1,1
P63121,0,0,0
A0A075B6N1,0,0,0
Q53T59,1,1,1
Q96DM3,0,0,0
P48539,1,1,1
Q9NRR3,1,1,1
A0A0C4DH67,0,0,0
Q5SRE5,1,1,1
Q96H35,1,1,1
Q9HCL3,0,0,0
P05113,0,0,0
P0DKL9,0,0,0
P52179,0,0,0
Q8N9B4,0,0,0
A6NNA5,1,1,1
P20472,1,1,1
Q9HBX3,0,0,0
P59036,0,0,0
Q6AI39,0,0,0
O95816,1,1,1
C9JFL3,0,0,0
Q6PG37,1,1,1
Q9BZL4,1,1,1
Q13829,1,1,1
Q09428,1,1,1
Q15669,0,0,0
Q96N19,1,1,1
Q9UIK4,1,1,1
A6PVI3,0,0,0
Q8IVF1,0,0,0
A0A1W2PPF3,0,0,0
Q8NHP1,0,0,0
Q14166,1,1,1
Q9UN76,0,0,0
Q96PH6,0,0,0
A8MQT2,0,0,0
Q9UQK1,1,1,1
Q9C098,1,1,1
O94762,1,1,1
O00476,0,0,0
Q9H0Y0,1,1,1
Q9H340,0,0,0
O94988,1,1,1
Q96ES7,1,1,1
